id,emp1,emp2,type
3990,Sierra Club,Sierra Club,
3991,"SIGN, DISPLAY & ALLIED CRAFTS, LOCAL 510 PAC","SIGN, DISPLAY & ALLIED CRAFTS, LOCAL 510 PAC",Union
3992,Signature Development Group,Signature Development,
3993,Signature Development Group,Signature Development Group,NULL
3994,SILICON SCHOOLS FUND,SILICON SCHOOLS FUND,
3995,Silicon Valley Medical Imaging,Silicon Valley Medical Imaging,
3996,Silicon Valley Social Venture Fund,Silicon Valley Social Venture Fund,
3997,Silveira Properties,Silveira Properties,
3998,Silver CDs,Silver CDs,
3999,Silver Group,Silver Group,
4000,Silvin Learning,Silvin Learning,NULL
4001,Simmons Group LLC,Simmons Group LLC,
4002,"Simplex, LLC","Simplex, LLC",
4003,Simpson Thacher,Simpson Thacher,
4004,Sincere Hardware,Sincere Hardware,NULL
4005,"Sincere Plumbing & Hardware Supply, Inc.","Sincere Plumbing & Hardware Supply, Inc.",
4006,"Sing Sun Company, Inc.","Sing Sun Company, Inc.",
4007,Singer Associates Public Affairs,Singer Associates Public Affairs,
4008,Sinkler Miller,Sinkler Miller,NULL
4009,Sitzmann Morris Lavis,Sitzmann Morris Lavis,
4010,Sizzler,Sizzler,NULL
4011,Skasol Inc,Skasol Inc,
4012,SKC Communication Products,SKC Communication Products,NULL
4013,Skinner for Assembly 2012,Skinner for Assembly 2012,
4014,SKTA Innopartners,SKTA Innopartners,
4015,Sky Walker Sound,Sky Walker Sound,
4016,SKYLINE COLLEGE,SKYLINE COLLEGE,
4017,Skyline College,Skyline College,
4018,Skyline Construction,Skyline Construction,
4019,Slate Art LLC,Slate Art LLC,
4020,Slingshot Group,Slingshot Group,
4021,Snap Judgment LLC,Snap Judgment LLC,
4022,SNP Communications,SNP Communications,
4023,SOCIAL POLICY RESEARCH ASSOCIATES,SOCIAL POLICY RESEARCH ASSOCIATES,
4024,Social Venture Law,Social Venture Law,
4025,Society of Home Care Operators,Society of Home Care Operators,
4026,Society of Oral Hisotry,Society of Oral Hisotry,NULL
4027,Sodexo  Inc.,Sodexo  Inc.,NULL
4028,Sok Ki Yoon,Sok Ki Yoon,
4029,Sola Lucy,Sola Lucy,
4030,Solana Advisors,Solana Advisors,NULL
4031,Solana Henneberry for AUSD School Board 2014,Solana Henneberry for AUSD School Board 2014,
4032,Solano County,Solano County,
4033,SolarCity,SolarCity,NULL
4034,Solares Properties,Solares Properties,
4035,Solaria,Solaria,NULL
4036,Solomon Ets-Hokin Inc.,Solomon Ets-Hokin Inc.,
4037,SolomonEdwards Group,SolomonEdwards Group,
4038,SOLPT,SOLPT,NULL
4039,SomaR Bar,SomaR Bar,
4040,Something to Sell About,Something to Sell About,
4041,Sotheby's,Sotheby's,NULL
4042,Sound Watershed Consulting,Sound Watershed Consulting,NULL
4043,SourceDNA,SourceDNA,
4044,South Bay Designed,South Bay Designed,
4045,South Shore Beach and Tennis Club/Prometh,South Shore Beach and Tennis Club/Prometh,
4046,Southern California Association of Governments,Southern California Association of Governments,
4047,"Southside Virginia Association of Realtors, Inc.","Southside Virginia Association of Realtors, Inc.",
4048,Southwind,Southwind,
4049,Sparkart Group Inc.,Sparkart,NULL
4050,Sparkart Group Inc.,Sparkart Group Inc.,
4051,Spear Street Capital,Spear Street Capital,NULL
4052,Special Events Manager,Special Events Manager,
4053,Spectrum Equity,Spectrum Equity,
4054,Spiegal Accountancy Corp.,Spiegal Accountancy Corp.,NULL
4055,Spieker Properties,Spieker Properties,NULL
4056,Spitzley Construction,Spitzley Construction,
4057,Sports Byline USA,Sports Byline USA,NULL
4058,"SpotLabs, Inc","SpotLabs, Inc",
4059,Sprinkler Fitters and Apprentices Local 483 Local PAC,"Sprinkler Fitters & Apprentices Local 483 PAC, id#1298012",Union
4060,Sprinkler Fitters and Apprentices Local 483 Local PAC,Sprinkler Fitters and Apprentices Local 483 Local PAC,Union
4061,Sprinkler Fitters and Apprentices Local 483 Local PAC,SPRINKLER FITTERS and APPRENTICES LOCAL 483 LOCAL PAC,Union
4062,Spur,Spur,
4063,SRI International,SRI International,NULL
4064,Sridhar Equities,Sridhar Equities,
4065,srmErnst Development Partners,srmErnst Development Partners,
4066,SRS Consulting,SRS Consulting,NULL
4067,SSA Terminals,SSA,NULL
4068,SSA Terminals,SSA Marine Terminal,
4069,SSA Terminals,SSA Terminals,NULL
4070,St Mary's HS,St Mary's HS,NULL
4071,St. Clement's Episcopal Church,St. Clement's Episcopal Church,
4072,St. Elizabeth High School,St. Elizabeth High School,
4073,St. Francis Memorial Hospital,St. Francis Memorial Hospital,
4074,St. John's Episcopal Church,St. John's Episcopal Church,
4075,St. Mary's College,St Mary's College,NULL
4076,St. Mary's College,St. Mary's College,NULL
4077,St. Mary's College,St. Mary's College of CA,
4078,St. Mary's College,St. Mary's College of California,
4079,St. Mary's Senior Center,St. Mary's Senior Center,
4080,St. Paul's School,St. Paul's School,NULL
4081,St. Peter's Episcopal Church,St. Peter's Episcopal Church,
4082,Stafford Real Estate,Stafford Real Estate,NULL
4083,Stagebridge,Stagebridge,
4084,"Stamm Theatres, Inc.","Stamm Theatres, Inc.",
4085,Stanford Health Care,Stanford Health Care,
4086,Stanford Hospital & Clinics,Stanford Hospital & Clinics,NULL
4087,Stanford Hotels Corporation,Stanford Hotel Corp.,
4088,Stanford Hotels Corporation,Stanford Hotels Corporation,
4089,Stanford University,"D.SCHOOL, STANFORD UNIVERSITY",
4090,Stanford University,Stanford Univ.,
4091,Stanford University,Standford University,
4092,Stanford University,Stanford,NULL
4093,Stanford University,Stanford University,NULL
4094,Stanford University,STANFORD UNIVERSITY,
4095,Star Protection Agency CA,Star Protection Agency CA,
4096,Starbucks Coffee Company,Starbucks,
4097,Starbucks Coffee Company,Starbucks Coffee Company,
4098,Starr Finley,Starr Finley,NULL
4099,STARTUP WEEKEND EDUCATION,STARTUP WEEKEND EDUCATION,
4100,STARTUP:EDUCATION,STARTUP:EDUCATION,
4101,State Administrative Agencies,State Administrative Agencies,
4102,State Bar Court,State Bar Court,
4103,State Farm,State Farm,NULL
4104,State Farm,STATE FARM INSURANCE,
4105,State Government,State Government,
4106,State of Calif HHS,State of Calif HHS,NULL
4107,State of Califonria,State of Califonri,
4108,State of California,State of California,NULL
4109,State of California,State of CA,NULL
4110,State of California,State of Calfornia,NULL
4111,State of California,State Of California,
4112,State of California,state of california,
4113,State of California - Department of Justice,State of California - Department of Justice,
4114,State of Illonois,State of Illonois,
4115,"Statewide Information Systems, Inc.",Statewide Information Systems,
4116,"Statewide Information Systems, Inc.","Statewide Information Systems, Inc.",
4117,Stauffer Appraisal Service,Stauffer Appraisal Service,NULL
4118,"STB Group, Inc.","STB Group, Inc.",NULL
4119,Stea Realty Group,Stea Realty Group,
4120,Steamfitters Local 342 Political Action Committee,Steamfitters Local 342 Political Action Committee,Union
4121,Steel Mill Recycling,Steel Mill Recycling,
4122,Steele Properties,Steele Properties,
4123,Stein Law Group,Stein Law Group,
4124,"Stein, Rudser, Cohen & Magid LLP","Stein, Rudser, Cohen & Magid LLP",NULL
4125,Stella Service,Stella Service,
4126,"Step ahead learning center, Walnut Creek","Step ahead learning center, Walnut Creek",
4127,Stephanie Dall,Stephanie Dall,
4128,"Stephen B. Lewis, M.D., Inc.","Stephen B. Lewis, M.D., Inc.",
4129,Steppingstone adult day home,Steppingstone adult day home,NULL
4130,Steptoe & Johnson,Steptoe & Johnson,
4131,Sternhell Group,Sternhell Group,
4132,Steve Lowe Real Estate Development,Steve Lowe,NULL
4133,Steve Lowe Real Estate Development,Steve Lowe Real Estate Development,
4134,Steve Zatkin Consulting,Steve Zatkin Consulting,
4135,Steven Edrington,Steven Edrington,
4136,"Steven J. Kopff, Inc.",Steven J Kopff Inc,
4137,"Steven J. Kopff, Inc.","Steven J. Kopff, Inc.",
4138,Steven Kay,Steven Kay,NULL
4139,Steven Kopff & Assoc,Steven Kopff & Assoc,NULL
4140,Steven Mendelson,Steven Mendelson,NULL
4141,Stevens & Company,Stevens & Company,
4142,"Stice & Block, LLP",Stice & Block LLP,NULL
4143,"Stice & Block, LLP","Stice & Block, LLP",
4144,STM Real Estate Services,STM Real Estate and Financial Co,
4145,STM Real Estate Services,STM Real Estate Services,NULL
4146,Stockton Unified School District,Stockton Unified School District,NULL
4147,StopWaste,StopWaste,
4148,Store Development,Store Development,NULL
4149,Storefront Political Media,Storefront Political Media,
4150,Storella Law Group,Storella Law Group,
4151,StormwaterX,StormwaterX,NULL
4152,Story House Creative,Story House Creative,
4153,"Strategic Investment Management, LLC","Strategic Investment Management, LLC",NULL
4154,"Strategic Policy Partnership, LLC","Strategic Policy Partnership, LLC",
4155,STRATEGYfx,STRATEGYfx,NULL
4156,Stratford at Beyer Park,Stratford at Beyer Park,
4157,Stuart Foundation,Stuart Foundation,
4158,Stubbs Leone,Stubbs Leone,
4159,Student,Student,NULL
4160,STUDENTS FOR EDUCATION REFORM,STUDENTS FOR EDUCATION REFORM,
4161,StudentsFirst,StudentsFirst,NULL
4162,StudentsFirst,STUDENTSFIRST,
4163,Studio Balanza,Studio Balanza,NULL
4164,Studio Bergtraun Architects,Studio Bergtraun Architects,
4165,Subway,Subway,NULL
4166,Subway Sandwiches and Salad,Subway Sandwiches and Salad,
4167,Suey Sing Association,Suey Sing Association,NULL
4168,Sullivan & Sullivan,Sullivan & Sullivan,
4169,Sullivan Brohard,Sullivan Brohard,
4170,"Sullivan Communications, Inc","Sullivan Communications, Inc",
4171,Sullivan Investments,Sullivan Investments,
4172,Sullivan Management Company LLC,Sullivan Management Company LLC,
4173,Summer Hill Apartments Communities,Summer Hill Apartments,
4174,Summer Hill Apartments Communities,Summer Hill Apartments Communities,
4175,Summit Bank,Summit Bank,NULL
4176,Summit Consulting,Summit Consulting,
4177,Summit Medical Center,Summit Medical Center,
4178,Suna Solutions,Suna Solutions,
4179,"Sundeen, Salinas and Pyle",Sundeen Salinas and Pyle,
4180,"Sundeen, Salinas and Pyle","Sundeen Salinas & Pyle, Attorneys at Law",
4181,"Sundeen, Salinas and Pyle",Sundeen Salinas & Pyle,
4182,"Sundeen, Salinas and Pyle","Sundeen, Salinas and Pyle",NULL
4183,Sungevity,Sungevity,NULL
4184,Sunny Hills Services,Sunny Hills Services,
4185,Sunny Spot Cafe,Sunny Spot Cafe,
4186,Sunpower,Sunpower,NULL
4187,Sunrise Health Medical Group,Sunrise Health Medical Group,NULL
4188,Sunrise Market,Sunrise Market,
4189,SunTrust,SunTrust,NULL
4190,Super Mercado Mi Tierra,Super Mercado Mi Tierra,
4191,Super Print,Super Print,
4192,SuperCuts,SuperCuts,NULL
4193,Superior Court of California,Superior Court of CA,
4194,Superior Electric,Superior Electric,NULL
4195,Superstars Literary,Superstars Literary,NULL
4196,Supreme Court of California,Supreme Court of CA,NULL
4197,Supreme Essence Inc.,Supreme Essence Inc.,
4198,Surrex Solutions,Surrex Solutions,
4199,"Survey Monkey, Inc","Survey Monkey, Inc",
4200,"Survey Monkey, Inc",SurveyMonkey,NULL
4201,Susan Gee,Susan Gee,NULL
4202,Susan Hartinger,Susan Hartinger,NULL
4203,Susan Ito,Susan Ito,NULL
4204,Susan Johnson,Susan Johnson,NULL
4205,Susan Piper Public Relations,Susan Piper Public Relations,
4206,Susan Urquhart-Brown,Susan Urquhart-Brown,
4207,Sustainable Buildings System Inc,Susstainable Systems,
4208,Sustainable Buildings System Inc,Sustainable Buildings System Inc,
4209,Sustainable Business Alliance,Sustainable Business Alliance,NULL
4210,Sustainable Entergy Futures,Sustainable Entergy Futures,
4211,Sutter Health,Sutter Health,NULL
4212,Sutter Health,Sutter Health WBR/CPMC,
4213,Suya Restaurant,Suya Restaurant,NULL
4214,"Suzanne D'Arcy, Left Coast Painter","Suzanne D'Arcy, Left Coast Painter",
4215,Suzanne Skugstad,Suzanne Skugstad,NULL
4216,SVP Consulting Firm,SVP Consulting Firm,
4217,Sweep Inc.,Sweep Inc.,
4218,SWT Engineering,SWT Engineering,
4219,Sylvan Learning,Sylvan Learning,NULL
4220,Sylvan Learning,SYLVAN LEARNING,
4221,Sylvan Learning,Sylvan Learning Center,
4222,Synata,Synata,NULL
4223,Syner Tel,Syner Tel,NULL
4224,Synergy Homecare of Alameda,Synergy Homecare of Alameda,
4225,systems mechanical inc,systems mechanical inc,
4226,T Rowe Price,T Rowe Price,
4227,T-Mobile,T-Mobile,
4228,T. Gary and Kathleen Rogers Private Family Foundation,T. Gary & Kathleen Rogers Private Family Foundation,
4229,T. Gary and Kathleen Rogers Private Family Foundation,T. Gary and Kathleen Rogers Family Foundation,NULL
4230,T. Gary and Kathleen Rogers Private Family Foundation,T. Gary and Kathleen Rogers Private Family Foundation,NULL
4231,Tadesse Teklemichael,Tadesse Teklemichael,NULL
4232,"Tagged, Inc.",TAGGED INC.,
4233,"Tagged, Inc.","Tagged, Inc.",NULL
4234,"Tagged, Inc.","TAGGED, INC.",
4235,TakeNote,TakeNote,NULL
4236,Talus Construction,Talus Construction,
4237,Tam for Council 2010,Tam for Council 2010,NULL
4238,Tamara Thompson,Tamara Thompson,
4239,Tango,Tango,
4240,Tanner Fine Art,Tanner Fine Art,NULL
4241,"Taplin, A. Russell Company","Taplin, A. Russell Company",
4242,Tarrant County College,Tarrant County College,
4243,Taurus Escrow Services,Taurus Escrow Services,NULL
4244,Tawonga Jewish Comm. Corp.,Tawonga Jewish Comm. Corp.,NULL
4245,Tay Ho Restaurant,Tay Ho Restaurant,
4246,Taylor Law,Taylor Law,NULL
4247,Taylor Springs Management,Taylor Springs Management,
4248,TBD,TBD,NULL
4249,TBWB Strategies,TBWB,
4250,TBWB Strategies,TBWB Strategies,
4251,TC Transcontinental,TC Transcontinental,NULL
4252,TCM Wellness Consulting Service,TCM Wellness Consulting Service,NULL
4253,TCR Property LLC,TCR Property LLC,
4254,TDP Bay Area Partners,TDP Bay Area Partners,
4255,Teach For America,TEACH FOR AMERICA,
4256,Teach For America,Teach For America,
4257,TEACHER,TEACHER,
4258,Teamsters #835 Political Activities Committee Fund,Teamsters #835 Political Activities Committee Fund,Union
4259,Teamsters Local Number 853,Teamsters Local Number 853,Union
4260,Tec Management Consultants,Tec Management Consultants,
4261,Technology Solutions,Technology Solutions,NULL
4262,Ted Jacobs Engineering,Ted Jacobs Engineering,NULL
4263,TEKsystems,TEKsystems,
4264,Telecom/AT&T,Telecom/AT&T,NULL
4265,Telegraph Group,Telegraph Group,
4266,Tempo Industries,Tempo Industries,
4267,"Tendo Communications, Inc.","Tendo Communications, Inc.",
4268,Terecita L. Dean DDS,Terecita L. Dean DDS,
4269,Terra Tech,Terra Tech,NULL
4270,Terra Vista LLC,Terra Vista LLC,
4271,Terrestial Food,Terrestial Food,NULL
4272,"Terry L. Jones, CPA","Terry L. Jones, CPA",NULL
4273,Tesoro,Tesoro,
4274,The Advisory Board Company,The Advisory Board Company,
4275,The Alameda Labor Council AFL-CIO,The Alameda Labor Council AFL-CIO,Union
4276,The Alantic Philanthropies,The Alantic Philanthropies,
4277,The Atlantic Advocacy Fund Inc.,The Atlantic Advocacy Fund Inc.,
4278,The Backstrom Company,The Backstrom Company,
4279,"The Boscacci Group, LLC","The Boscacci Group, LLC",NULL
4280,The Bowlby Group Inc,The Bowlby Group Inc,NULL
4281,The Bradley Group,The Bradley Group,
4282,The Burrows Company,The Burrows Company,
4283,The California Wellness Foundation,The California Wellness Foundation,
4284,The Chandler Group,The Chandler Group,
4285,"The Chartres Lodging Group, LLC","The Chartres Lodging Group, LLC",NULL
4286,The Cherrybrook Group,The Cherrybrook Group,
4287,The Childrens Home of Northern Kentucky,The Childrens Home of Northern Kentucky,NULL
4288,The Church for the Fellowship of All Peoples,The Church for the Fellowship of All Peoples,
4289,The Citrine Group,The Citrine Group,
4290,The Cliff Hotel,The Cliff Hotel,
4291,The Clorox Company,Clorox,NULL
4292,The Clorox Company,The Clorox Company,NULL
4293,The CoStar Group,The CoStar Group,
4294,The Delphian Apartments,The Delphian Apartments,
4295,THE EDUCATION TRUST - WEST,THE EDUCATION TRUST - WEST,
4296,"The Enterprise Group, LLC","The Enterprise Group, LLC",
4297,The Founding Family,The Founding Family,
4298,THE GLEN PRICE GROUP,THE GLEN PRICE GROUP,
4299,The Green Cross,The Green Cross,
4300,The Green Lady,The Green Lady,
4301,The Group,The Group,
4302,The Grub Company,The Grub Company,
4303,The Grub Company,The Grubb Co,NULL
4304,The Haley Law Offices,The Haley Law Offices,
4305,The Hampton Group,The Hampton Group,NULL
4306,The Heiden Group,The Heiden Group,
4307,The Henry Levy Group,The Henry Levy Group,
4308,"The Holmes Law Firm, APC.","The Holmes Law Firm, APC.",
4309,The Inn at Jack London Square,The Inn at Jack London Square,
4310,The Jon Q and Ann S Reynolds Family Trust,The Jon Q and Ann S Reynolds Family Trust,
4311,The Kaufman Law Firm (self),The Kaufman Law Firm (self),
4312,The Korean Times,The Korean Times,
4313,"The Kos Read Group, Inc.","The Kos Read Group, Inc.",
4314,The Lake Merritt,The Lake Merritt,
4315,"The Langelier Company, Inc.",The Langelier Company,
4316,"The Langelier Company, Inc.","The Langelier Company, Inc.",
4317,"The Lapham Company, Inc.",The Lapham Company Inc.,NULL
4318,"The Lapham Company, Inc.","The Lapham Company, Inc.",NULL
4319,"The Lapham Company, Inc.","The Lapham Company,INC",
4320,The Law Office of David Rosenfeld & Steven G. Smith,The Law Office of David Rosenfeld & Steven G. Smith,
4321,The Law Office of Terrence Hallinan,The Law Office of Terrence Hallinan,
4322,The Law Offices of Jura A. Hartley,The Law Offices of Jura A. Hartley,
4323,The Legal Aid Society,The Legal Aid Society,
4324,The Lew Edwards Group,The Lew Edwards Group,
4325,The Lower Eastside Girls Club of New York,The Lower Eastside Girls Club of New York,
4326,The McConnell Group,The McConnell Group,NULL
4327,The McFadden Group,The McFadden Group,NULL
4328,The Meadows Group Services Inc,The Meadows Group Services Inc,NULL
4329,"The Men's Wearhouse, Inc.","The Men's Wearhouse, Inc.",
4330,The Mentoring Center,The Mentoring Center,NULL
4331,The Messina Group,The Messina Group,
4332,The Messina Group,THE MESSINA GROUP,
4333,"The Milo Group of California, Inc.","The Milo Group of California, Inc.",NULL
4334,"The Milo Group of California, Inc.","The Milo Group of California, INC.",
